guest_email,has_rewards,room_type,amenities_fee,checkin_date,checkout_date,room_rate,billing_address,credit_card_number
sherrycook@example.org,False,SUITE,18.4,2020-02-26,2020-02-29,237.9,"9592 Jones Extensions Apt. 621
West Douglas, NM 15025",4576886415630753
victorreese@example.com,False,BASIC,12.34,2020-07-08,2020-07-06,118.28,"648 Thomas Loaf
Jonathanville, MI 04021",3574346644461383
jenniferbarrett@example.com,True,SUITE,0.0,2020-07-27,2020-11-23,226.53,"439 Wilson Crest Suite 512
Liside, GU 99432",373288945818367
stephenaustin@example.org,False,BASIC,0.61,2020-11-07,2020-11-11,122.15,"580 Billy Field
Zacharyborough, NC 35132",3501952202002267
oliverjessica@example.net,False,DELUXE,24.7,2020-01-20,2020-01-26,172.85,"117 Bass Drive Suite 098
Jennachester, MS 53146",30045125876911
evanskelly@example.org,False,BASIC,37.89,2020-09-06,2020-09-09,116.55,"Unit 0339 Box 1392
DPO AE 92143",4028624448518339
rhodesjames@example.org,False,BASIC,1.54,2020-09-28,2020-08-27,105.18,"21587 Todd Orchard
Port Kevintown, KS 48865",4895964412646
vsutton@example.net,False,BASIC,17.26,2020-09-09,2020-06-20,111.88,"39689 Martha Gateway
Lake Jason, NV 27848",4749160527489348
ebruce@example.net,False,BASIC,22.31,2020-11-14,2020-11-21,118.23,"9904 Diane Ville
Jonathonview, ND 29732",377287806627947
kendra08@example.com,False,SUITE,,2020-11-24,2020-11-25,297.06,"46330 Jessica Estate Suite 054
West Andrewstad, NE 11939",5254350253338694
williamsmichelle@example.net,False,BASIC,10.39,2020-12-03,2020-12-07,149.01,"6046 Reed Valley Apt. 014
Lake Raymond, AK 39689",3540110237343338
amanda14@example.com,False,BASIC,23.6,2020-04-06,2020-04-03,199.76,"19294 Keith Gardens Apt. 598
South Gerald, NV 82729",4085232538241257
maryacosta@example.net,False,BASIC,16.94,2020-11-09,2020-10-02,109.81,"5793 Jasmine Inlet
Monroeland, MN 38582",371519786485615
yorkdestiny@example.org,False,BASIC,22.16,2020-11-08,2020-10-03,317.64,"8624 Sanchez Rest
New Charlesborough, SD 13344",676360673062
barnesjeremy@example.com,False,BASIC,13.37,2020-03-10,2020-05-13,157.9,"PSC 5973, Box 5021
APO AP 40871",370351118988681
cfox@example.com,False,BASIC,17.96,2020-06-07,2020-06-07,123.8,"968 James Cliffs Suite 801
Gilesstad, CO 24523",6011363281485462
adamsmith@example.org,False,BASIC,17.58,2020-01-22,2020-01-25,126.95,"7866 Valerie View Apt. 196
New Jeremybury, NH 05922",4102516717450647447
edward04@example.com,False,BASIC,35.03,2020-08-07,2020-08-10,130.99,"5703 Mcdowell Tunnel Apt. 988
South Tommy, MI 68702",3555405624018663
whitejames@example.org,False,BASIC,27.19,2020-02-07,2020-07-27,124.8,"625 Mark Mountains Suite 833
Ericastad, ND 95016",3508295395196477
barry53@example.org,False,BASIC,,2020-09-09,2020-11-01,124.71,"4065 Lopez Lane Apt. 699
Marquezberg, WV 39164",4222829211249772
nguyenjeremy@example.net,False,BASIC,16.44,2020-03-16,2020-05-18,129.05,"Unit 8603 Box 1687
DPO AA 98691",4659120309582999
edward86@example.com,False,BASIC,23.98,2020-10-01,2020-10-05,115.49,"USS Roberts
FPO AA 25770",4565296071740172
derrickrice@example.net,False,BASIC,28.43,2020-06-25,2020-07-05,123.58,"800 Moore Canyon Apt. 420
Timothyborough, AR 53308",60466455346
zharper@example.com,False,BASIC,12.85,2020-04-30,2020-04-20,130.37,"287 Tammy Springs Suite 667
New Brandyfurt, MA 23574",213160985572259
martinjasmine@example.com,False,DELUXE,13.15,2020-05-31,,238.48,"160 Donna Loop
East James, MP 56280",2292514498100224
olivia80@example.org,False,BASIC,32.11,2020-10-24,2020-10-24,109.12,"9155 Garcia Club Apt. 883
Lake Beth, MA 72215",180021447441948
amartinez@example.org,False,DELUXE,35.15,2020-05-01,2020-07-11,197.64,"26486 West Burg Suite 381
Port Tammy, MH 30581",30068443387262
sarahwarren@example.org,False,DELUXE,11.67,2020-03-25,2020-03-28,245.64,"USS Wiley
FPO AE 78992",4986581400252
apena@example.com,False,BASIC,21.64,2020-08-16,2020-07-18,119.43,"0805 Philip Knoll Apt. 078
Lake Randy, IA 38594",4461813257815340
xturner@example.net,False,BASIC,8.91,2020-05-14,2020-06-08,117.67,"06212 Amber Gateway
West Stephen, MN 38089",4099787936480215
pfarmer@example.com,False,BASIC,9.1,2020-11-24,2020-11-26,108.19,"2829 Macias Union Suite 751
New Cherylstad, OR 62894",4914777574732947
xramirez@example.net,False,BASIC,23.51,2020-11-17,2020-11-18,110.05,"2386 Kimberly Turnpike Suite 994
Nataliemouth, ND 43283",4858165352599
vflores@example.net,False,BASIC,21.94,2020-05-25,,100.54,"3755 Carpenter Hollow Suite 613
Robertfort, ND 02277",340025627466754
tmercado@example.net,False,BASIC,18.64,2020-02-06,2020-02-12,222.49,"138 Nash Islands
Daniellechester, LA 32337",4061723793911384
christopher48@example.com,False,BASIC,36.52,2020-03-15,2020-03-18,112.07,"079 Rebecca Stravenue Suite 619
West Jobury, PR 81959",4149984315636398
ivillegas@example.net,False,BASIC,3.27,2020-10-31,,103.9,"5785 Larry Falls Suite 723
Kennedyshire, OK 92459",4456971466644
louis16@example.com,False,BASIC,32.78,2020-09-04,2020-09-08,206.84,"062 Thomas Island Suite 746
Breannabury, VA 87844",4068251144824562
mcconnelllisa@example.com,False,BASIC,24.52,2020-02-17,2020-03-19,105.5,"864 Garcia View Suite 297
Sherryport, NM 28411",676135955174
aaronvillegas@example.net,False,BASIC,19.97,2020-08-23,2020-08-06,111.34,"69960 Johnson Ford
Aguilarberg, MD 22924",2291503935581543
russellwendy@example.org,False,BASIC,34.09,2020-07-25,2020-07-27,121.49,"590 Dean Keys
Williamsmouth, HI 14909",5515870357649113
mleach@example.net,False,BASIC,21.32,2020-12-14,2020-12-20,186.76,"54841 Jennifer Fall
Amberburgh, OK 76010",6011520245097945
bradleymartin@example.com,False,BASIC,15.04,2020-07-02,2020-06-30,105.99,"1391 Kyle Spring Suite 670
East Amanda, TN 68407",6596726743917061
broman@example.com,False,BASIC,27.0,2020-07-17,2020-07-23,197.65,"36267 Chang Lake
Lewisburgh, VT 17191",4935864048693486
dennisgray@example.org,False,BASIC,,2020-02-22,2020-02-29,117.04,"Unit 1347 Box 8047
DPO AE 13248",38616099694316
owilliams@example.org,False,BASIC,17.39,2020-02-09,2020-02-06,119.11,"21672 Glover Isle Apt. 103
Myersstad, LA 96625",4735366374484110
rachelroach@example.com,False,BASIC,17.24,2020-11-23,2020-11-24,113.98,"USS Cooper
FPO AP 65849",3544977257598405
uwilliams@example.org,False,BASIC,16.81,2020-10-28,2020-11-04,211.72,"6413 Carmen Harbor
Meganbury, RI 42376",213198399383533
toddwallace@example.org,False,BASIC,23.02,2020-10-23,2020-12-02,131.62,"610 Lopez Club Apt. 173
Cardenasstad, IL 09567",4587189961328923
klinealexander@example.com,True,BASIC,2.63,2020-11-14,2020-11-18,152.45,"193 Carpenter Stravenue
West Brett, AR 33421",6558182409555611
racheldaniel@example.org,False,BASIC,,2020-09-01,2020-08-31,125.32,"USNV Rosales
FPO AP 10940",4078444793512350
thomas72@example.com,False,BASIC,35.53,2020-02-29,2020-02-27,105.93,"9418 Alejandro Cliffs
Port Raventon, MS 87001",3555349811204126
wilsonmatthew@example.net,False,BASIC,,2020-04-09,2020-04-12,105.47,"USS Farrell
FPO AA 78210",3530511879233038
woodsjasmine@example.net,False,BASIC,13.62,2020-07-09,2020-06-15,107.38,"4724 Kelley Plaza
Timothyberg, GU 03563",4676953685055928
edward69@example.org,False,DELUXE,,2020-09-03,2020-09-02,351.08,"7996 Pham Cove Suite 434
Anthonyfort, NM 98125",30132303704634
vvance@example.org,False,DELUXE,18.2,2020-04-06,2020-07-02,192.6,"4429 Martin Trafficway Suite 048
Yangburgh, DE 36552",2675362646542211
hestertyler@example.com,False,BASIC,33.98,2020-06-09,2020-08-04,177.75,"USNS Davidson
FPO AP 41561",4436649886423
andreabrewer@example.com,False,BASIC,12.94,2020-08-04,2020-08-10,112.8,"09181 Brown Port Apt. 763
Snowberg, MH 67755",6011656636846746
lynchsteven@example.net,False,BASIC,9.88,2020-03-11,2020-03-13,127.25,"927 Williams Inlet
New Pamela, UT 97158",4057768948843194
lynchjill@example.com,False,BASIC,11.58,2020-05-05,2020-08-15,121.63,"88419 Nelson Forge Apt. 948
Timothyberg, AS 22549",502066506937
nguyenmolly@example.org,False,BASIC,,2020-12-31,2020-12-01,141.78,"0114 Laura Highway Apt. 723
Lake Kellichester, KY 85278",4318872935636226
jessicaturner@example.com,False,BASIC,11.43,2020-03-14,2020-07-24,124.46,"2692 Russell Inlet Suite 269
Anthonyhaven, MH 46478",6011920412465893
morganmegan@example.org,False,BASIC,,2020-07-15,2020-05-09,128.47,"543 Buchanan Burg
Vegaborough, IN 89552",180088115620251
jeffrey87@example.net,False,BASIC,17.02,2020-02-27,2020-05-27,156.38,"1095 Gray Village Suite 299
South Susan, NC 02127",4692762558374373632
woodsdaniel@example.com,False,BASIC,17.89,2020-05-23,2020-05-26,108.29,"48283 Christopher Glens
Katelynmouth, MS 29728",30186661948662
krystal86@example.org,False,BASIC,,2020-06-07,2020-06-09,103.32,"4043 Johnson Drives
Parsonsmouth, FM 47391",30021300974680
robertblair@example.org,False,BASIC,0.81,2020-12-12,2020-12-14,116.28,"83059 Jonathon Center
New Julia, NJ 60878",502075499827
kathleen35@example.org,False,BASIC,19.65,2020-09-17,2020-10-11,134.68,"9399 Weaver Valleys Apt. 541
North Alyssa, SC 26969",4246906522881278280
lwells@example.net,False,BASIC,25.38,2020-12-16,2020-12-15,128.07,"3438 Gonzalez Gardens Apt. 274
Williamville, UT 52330",4706430059493079853
rsmith@example.com,False,BASIC,14.77,2021-01-07,2021-01-06,102.3,"USNV Stone
FPO AP 41079",3584717387046235
julie28@example.org,False,DELUXE,12.67,2020-09-01,2020-08-31,228.46,"0421 Cordova Shore Suite 776
Thomasmouth, VT 65231",3553699529679619
virginia58@example.net,False,BASIC,15.39,2020-07-20,2020-07-16,113.16,"98738 Stephen Spurs
Lake Jeffrey, VT 38174",562783609497
samantha34@example.net,False,BASIC,20.59,2020-12-14,2020-11-23,147.21,"PSC 9112, Box 6934
APO AP 31268",4078040804132
matthewjenkins@example.net,False,DELUXE,22.6,2020-05-21,,316.17,"2095 Johnson Wells Apt. 771
East Jefferymouth, NE 71007",376074068287144
fschultz@example.com,True,DELUXE,4.9,2020-05-05,2020-06-08,129.69,"4039 David Neck
Conwayhaven, NV 11145",30365920117752
webstersara@example.com,False,BASIC,21.46,2020-06-19,2020-06-28,99.26,"40595 Mckinney Forest Suite 312
New Joshuatown, WY 72914",4781626720504972389
sean31@example.net,False,BASIC,23.94,2020-05-17,2020-06-20,109.71,"74976 Leslie Run
Ashleyville, NY 94920",30425743109988
dennismorse@example.org,False,BASIC,17.47,2020-03-24,2020-02-09,241.24,"4618 Barnes Corner
North Jamiefurt, NV 69261",561164931355
swansondeborah@example.org,False,BASIC,19.41,2020-02-17,2020-02-21,133.98,"Unit 1267 Box 8235
DPO AP 90088",180096479952400
dpace@example.com,False,BASIC,18.46,2020-02-10,2020-02-13,117.32,"217 Jensen Forge Apt. 494
Jaredburgh, SC 57355",4221720073433037
bakerstephen@example.com,False,BASIC,2.04,2020-07-11,2020-06-27,107.03,"5693 Michael Route Apt. 079
Lake Nancyburgh, WI 59151",180018071322592
jmartin@example.com,False,BASIC,23.1,2020-08-26,2020-08-14,102.89,"28330 Elizabeth Mill Suite 514
Port Matthew, FM 60291",36285018997549
sroberts@example.com,True,SUITE,0.0,2020-02-12,2020-02-15,272.79,"7987 Ryan Squares Suite 084
North Mariashire, WA 35263",30214522758342
mollylee@example.com,False,BASIC,29.23,2020-03-06,2020-03-09,115.75,"881 Alexander Rapids Apt. 809
Delacruzborough, RI 80606",30517789411029
pharris@example.org,False,DELUXE,23.34,2020-02-29,2020-02-27,366.35,"419 Hayley Points
North Anthonyville, OK 05394",375592032627310
kelly08@example.com,False,BASIC,18.84,2020-03-08,2020-03-14,116.42,"271 Mosley Forges Apt. 933
Kennethfurt, OR 08917",676335420813
robinsonvictoria@example.net,False,DELUXE,13.09,2020-02-13,2020-02-17,296.52,"45378 Stephanie Dale Suite 914
Tanyamouth, OK 66390",4856307889619
james20@example.net,False,BASIC,19.12,2020-06-16,2020-07-30,128.24,"46262 Carter Roads
Lake Caitlin, ID 47528",370942113672393
sarahernandez@example.com,False,BASIC,17.59,2020-05-21,2020-05-24,110.31,"418 Johnson Mall
Andreabury, MS 02294",6550334034134951
tracey36@example.net,False,SUITE,24.34,2020-04-18,2020-02-20,218.25,"1246 Chad Skyway Apt. 329
Bowmanstad, KY 93847",3566611051257859
galvanjennifer@example.net,False,BASIC,18.22,2020-02-09,,108.17,"0904 Johns Summit
Thomasmouth, ME 28175",38592725446654
asmith@example.org,False,BASIC,26.21,2020-01-30,2020-01-31,175.67,"369 Simmons Ports
North Christinechester, FM 95055",344825503308830
katrinamills@example.org,False,BASIC,11.07,2020-07-30,,118.27,"5321 Delacruz Islands
New Samanthashire, ID 47693",2453032146499810
williamdaniels@example.com,False,BASIC,19.08,2020-09-16,2020-08-03,115.07,"89437 Taylor Expressway
East Bethburgh, DE 26781",370576415315895
josephhoffman@example.com,False,BASIC,14.19,2020-03-04,2020-04-13,124.75,"15815 Casey Roads
Port Timothy, DE 24392",347228452286395
amberbutler@example.net,False,BASIC,15.41,2020-11-16,2020-11-17,109.16,"5319 Anderson Locks Suite 592
Hillville, VA 06359",2711789469872356
annafarmer@example.com,False,BASIC,21.52,2020-10-31,2021-01-08,142.0,"1668 Parker Views Apt. 622
Garrisonshire, WY 26577",30375735526873
amberlewis@example.com,False,BASIC,18.76,2020-04-09,2020-06-30,115.32,"2671 Gerald Tunnel Suite 286
North Samuel, FM 27411",6506927976009019
thomas24@example.org,False,BASIC,8.84,2020-03-14,2020-07-13,110.87,"2030 Christopher Inlet
Port Amber, MH 07045",3526196533166935
gabriellekelly@example.net,False,BASIC,27.08,2020-09-14,2020-11-09,117.73,"96965 Ellis Springs
Lake Spencer, OH 88534",3571937827933223
brianzamora@example.net,False,BASIC,30.82,2020-10-28,2020-06-22,103.95,"PSC 6402, Box 5375
APO AA 15664",503815778215
bmorris@example.org,False,BASIC,5.6,2020-03-25,2020-03-18,182.46,"581 Snyder Land Apt. 824
Kennethtown, FM 19786",6576709380172244
chavezhannah@example.net,False,BASIC,21.39,2020-11-18,2020-07-23,111.23,"PSC 1964, Box 0032
APO AA 02406",6594795746540156
gravessteven@example.org,False,BASIC,13.71,2020-02-07,2020-02-07,108.08,"PSC 7307, Box 7468
APO AE 12560",30590854798711
cassie32@example.org,False,BASIC,22.55,2020-08-23,2020-09-06,167.98,"436 Smith Crest Suite 733
Melissaport, NM 15692",576329586753
brandonallen@example.net,False,BASIC,22.49,2020-03-08,2020-02-18,123.29,"10839 Smith Valleys Apt. 529
Kingport, NH 79930",3595324053092135
vsteele@example.com,False,BASIC,16.79,2020-10-09,2020-10-03,136.53,"8788 Erin Orchard Apt. 839
South Stephanie, AS 73913",4277493960226343
udavidson@example.com,False,BASIC,11.62,2020-01-31,2020-02-05,133.09,"786 Evan Forges Suite 792
West Lisa, NY 98423",2247778094836293
kyle23@example.net,False,BASIC,28.09,2021-01-02,2020-11-28,129.96,"58454 Sherman Isle Suite 890
East David, NM 91780",6582782115808335
donnaodom@example.net,False,DELUXE,,2020-02-09,2020-02-16,153.85,"328 Danny Haven Apt. 575
Brownbury, FM 31800",180069262819334
tammycarey@example.net,False,BASIC,16.68,2020-07-12,2020-07-09,117.87,"48578 Parker Underpass
Bradybury, VA 45723",4716059563401606
gwebb@example.org,False,BASIC,18.38,2020-12-28,2021-01-02,121.42,"590 Peterson Roads Apt. 892
Lake Phillip, NE 80049",3564840847844629
carlnovak@example.com,False,BASIC,14.1,2020-07-29,2020-07-28,283.07,"2854 Steven Haven
West Michael, NE 22990",4707209056757331019
lwilliams@example.org,True,BASIC,1.85,2020-03-14,2020-07-25,111.16,"732 Dale Camp
Port Jennifer, MP 64418",213123330164875
