guest_email,has_rewards,room_type,amenities_fee,checkin_date,checkout_date,room_rate,billing_address,credit_card_number
tking@fisher.com,False,DELUXE,34.47,2020-06-02,2020-06-03,182.33,"PSC 8239, Box 6714
APO AA 74005",38539491948421
joshua73@moore-price.com,False,BASIC,,2020-07-21,2020-07-22,121.44,"USNS Walsh
FPO AA 74186",6528368724541777
fmartin@smith.com,False,BASIC,31.69,2020-08-13,2020-08-16,172.71,"5678 Office Road
San Francisco, CA 94103",377202878209961
erinpope@price-weber.com,False,BASIC,,2020-01-11,2020-01-13,139.8,"1234 Corporate Drive
Boston, MA 02116",180035858154782
alexis29@garcia.com,False,SUITE,32.94,2020-08-16,2020-08-18,295.89,"77 Massachusetts Ave
Cambridge, MA 02139",3524036046659111
xsims@mack-williams.com,False,BASIC,30.46,2020-05-03,2020-05-05,216.09,"468 Michelle Meadow
Lake Janiceton, CO 04554",4212325356062940
miguel07@gonzales.net,False,BASIC,14.61,2020-10-14,2020-10-17,124.89,"1234 Corporate Drive
Boston, MA 02116",342728246313566
derrickwalker@diaz-thomas.com,False,BASIC,31.89,2020-06-06,2020-06-07,129.25,"77376 Brett Station Apt. 553
Port Sandyton, OK 99254",3534011282914908
millerlindsay@jones.com,False,BASIC,9.48,2020-07-08,2020-07-11,116.02,"74382 Davidson Overpass
Suzannehaven, OR 08372",5254781783937219
austinhunter@flores-bennett.com,True,BASIC,0.0,2020-03-20,2020-03-21,84.69,"77 Massachusetts Ave
Cambridge, MA 02139",565744425382
christina28@pearson.net,False,DELUXE,21.2,2020-07-10,2020-07-11,192.38,"2761 Karen Inlet Suite 474
Browntown, MA 69331",30551578900785
hudsonanthony@jensen-johnson.com,False,BASIC,22.3,2020-10-07,2020-10-08,201.19,"136 Jane Creek
Pamelashire, DC 55417",30122568381756
bunderwood@miller.com,False,BASIC,20.61,2020-05-31,2020-06-03,103.56,"882 Mason Trace
Chelseyside, MO 34260",180068708099055
douglasschneider@mayo.com,False,BASIC,21.24,2020-12-21,2020-12-22,177.01,"63517 Hernandez Squares Apt. 982
Davidview, NH 09163",344856703753772
dford@cole-chang.com,True,BASIC,0.0,2020-03-18,2020-03-19,106.09,"16705 Ricardo Summit
Williamland, IL 78575",4862050819223272833
fuentesstephen@perry-mason.com,False,BASIC,16.23,2020-09-18,2020-09-20,108.08,"750 Timothy Islands Suite 561
South Travisfort, MN 59519",4257368891931660047
randolphalison@pugh.com,False,BASIC,18.22,2021-01-06,2021-01-08,121.44,"5678 Office Road
San Francisco, CA 94103",566336936661
davery@moore-thompson.com,False,DELUXE,29.36,2020-12-27,2020-12-28,293.67,"1234 Corporate Drive
Boston, MA 02116",4657620389661870
thomas04@maynard.com,False,BASIC,22.45,2020-06-04,2020-06-05,111.32,"1854 Davis Pine Apt. 637
Port Alison, NE 08642",4012142964345232448
xwoodard@hill.com,False,BASIC,21.0,2020-09-10,2020-09-13,144.28,"77 Massachusetts Ave
Cambridge, MA 02139",213118359024414
ortizalyssa@pitts.com,False,BASIC,32.04,2020-04-12,2020-04-16,162.27,"67672 Wagner Lane
Ramoshaven, MI 94449",38615190552381
markcraig@rodriguez.com,False,BASIC,30.0,2020-06-10,2020-06-13,108.19,"77 Massachusetts Ave
Cambridge, MA 02139",373518422879379
lauraharrington@meza.com,False,BASIC,8.63,2020-01-20,2020-01-23,137.82,"7150 Jose Neck
West Bobby, NH 57804",4257265580292
kelleykathy@berry.com,True,DELUXE,0.0,2020-01-20,2020-01-23,174.3,"77 Massachusetts Ave
Cambridge, MA 02139",4342433336767
james96@price.com,False,BASIC,27.96,2020-10-27,2020-10-28,112.5,"1234 Corporate Drive
Boston, MA 02116",2476007746597968
jesusalvarez@miller.info,False,BASIC,13.46,2020-06-06,2020-06-07,139.84,"463 Simmons Forks
Port Eric, VA 11253",6560695332708789
williampope@williams.biz,False,BASIC,25.45,2020-11-27,2020-11-30,114.0,"77 Massachusetts Ave
Cambridge, MA 02139",4841896760975
howellscott@williams.com,False,BASIC,11.69,2020-08-25,2020-08-28,111.27,"77 Massachusetts Ave
Cambridge, MA 02139",180099538941885
victoriawest@burton.org,False,DELUXE,47.73,2020-08-05,2020-08-06,180.84,"PSC 3710, Box 0259
APO AA 17597",4170434178108855
duketara@jenkins.org,True,DELUXE,0.0,2020-02-15,2020-02-18,169.53,"448 Warren Glen Apt. 314
North Daniellestad, RI 07121",6581222995752601
deanna47@king-king.com,False,DELUXE,31.25,2020-05-17,2020-05-19,188.08,"719 Tammy Cove Suite 832
Gregoryville, WV 39515",30331814250174
qcurtis@johnston.com,False,BASIC,20.82,2020-02-24,2020-02-27,111.49,"86991 Mark Springs
South Christopher, OK 52641",5241472452042103
qfleming@brown-walker.org,False,BASIC,36.03,2020-07-25,2020-07-28,106.37,"94102 Thomas Causeway
Villafurt, MN 40012",3557338459387580
reynoldswesley@brooks-doyle.com,False,BASIC,11.23,2020-12-15,2020-12-17,105.13,"2500 Smith Burgs
Sethshire, LA 94727",4941471718131
jessicasloan@phillips.biz,False,BASIC,21.32,2020-07-20,2020-07-22,109.12,"259 Kenneth Ports
Port Cathy, SC 72708",340321253127236
adamsmark@phillips-barnes.com,False,BASIC,46.27,2020-05-26,2020-05-27,141.68,"7874 Joshua Hills Apt. 837
Fullerfort, HI 81547",2224569421948456
bvalenzuela@torres.com,False,BASIC,,2020-04-09,2020-04-12,108.9,"PSC 5502, Box 9414
APO AP 62466",676311155136
bradley71@kennedy.biz,False,BASIC,15.23,2020-05-27,2020-05-28,185.19,"41538 Kevin Court Suite 962
Port Aaronburgh, OH 90832",588335177212
lmann@payne.org,False,DELUXE,32.2,2020-03-28,2020-03-29,205.21,"PSC 9068, Box 3403
APO AA 63140",4914486597964
elopez@miller.com,False,BASIC,18.57,2020-04-15,2020-04-17,123.53,"6035 Guzman Knolls
Cooketon, KS 79826",4403802916859766
james19@green.info,False,DELUXE,14.39,2020-07-13,2020-07-14,181.03,"56954 Montgomery Loop
Williamshire, NJ 43500",2465094079662307
mcfarlandmichael@anderson.biz,False,BASIC,17.76,2020-12-01,2020-12-02,241.68,"5678 Office Road
San Francisco, CA 94103",2692326159400934
sarah49@burton-roberts.org,True,SUITE,0.0,2020-10-13,2020-10-15,204.76,"9726 Amber Station
East Keithland, ND 56091",6011258600416893
sstevenson@parker.com,True,DELUXE,0.0,2020-07-03,2020-07-05,174.26,"4940 Carpenter Harbor Apt. 333
Fletcherbury, OH 70388",4046581058023190
shirley92@clark.com,True,SUITE,0.0,2020-07-05,2020-07-06,309.33,"1234 Corporate Drive
Boston, MA 02116",3503407440946302
kevindorsey@fernandez-scott.info,False,BASIC,25.99,2020-10-07,2020-10-08,116.46,"77 Massachusetts Ave
Cambridge, MA 02139",4133115085336384
stephanie07@thornton-pacheco.org,False,BASIC,7.13,2020-04-10,,110.14,"77 Massachusetts Ave
Cambridge, MA 02139",4023615601119338267
larryarnold@anderson.info,True,SUITE,0.0,2020-03-02,2020-03-04,219.71,"10400 Janet Mission Suite 620
Davenportberg, OH 35247",4467149727366794
shall@humphrey.com,False,DELUXE,30.55,2020-09-08,2020-09-10,225.18,"5678 Office Road
San Francisco, CA 94103",342083853895574
kevincardenas@moore-mendoza.org,False,BASIC,7.2,2020-06-27,2020-06-28,178.16,"1234 Corporate Drive
Boston, MA 02116",6523936482976917
fjenkins@dawson-kelly.com,False,SUITE,15.8,2020-03-02,2020-03-05,286.76,"1234 Corporate Drive
Boston, MA 02116",3522235794160338
jbaker@adams.com,False,BASIC,14.18,2020-06-18,2020-06-22,106.89,"2761 Karen Inlet Suite 474
Browntown, MA 69331",3561736251498204
mmoore@murray.com,False,BASIC,14.64,2020-09-26,2020-09-28,110.23,"49380 Rivers Street
Spencerville, AK 68265",502095999624
daybarbara@graham.com,False,BASIC,19.89,2020-03-29,2020-03-30,124.62,"Unit 9902 Box 5493
DPO AA 83293",4185660640095691
gibsondonna@smith.org,False,DELUXE,22.56,2020-11-13,2020-11-15,180.61,"55971 Gordon Courts Apt. 346
Deanside, CT 64117",6011773639198148
juanshepherd@doyle.biz,False,BASIC,22.02,2020-07-14,,115.8,"PSC 3626, Box 0936
APO AE 63573",5464936567026193
megantaylor@flores.com,False,BASIC,29.7,2021-01-01,,288.85,"PSC 5158, Box 5436
APO AP 49175",4367462155028
taylorrobert@henderson.biz,False,SUITE,21.37,2020-02-13,2020-02-14,256.98,"945 Jamie Viaduct Apt. 964
Lake Brendaport, ME 27207",4602469054715435665
joshua15@gaines.com,True,DELUXE,0.0,2020-06-22,2020-06-24,204.11,"361 Compton Harbor
Yvetteland, KS 17306",4523783681085860804
patriciaanderson@moore-castillo.com,False,BASIC,21.12,2020-07-16,2020-07-19,107.9,"136 Jane Creek
Pamelashire, DC 55417",2715417717805004
patriciawilson@cook.org,False,BASIC,7.99,2020-09-01,2020-09-03,114.29,"748 Holly Way Suite 309
West Bruce, OK 55466",30377112085085
megan44@rodriguez-mejia.com,False,BASIC,27.71,2020-08-16,2020-08-18,118.73,"5678 Office Road
San Francisco, CA 94103",5578220251191883
chad98@price.com,True,SUITE,0.0,2020-06-08,2020-06-10,204.46,"77 Massachusetts Ave
Cambridge, MA 02139",560507668153
tclarke@day.biz,False,BASIC,22.22,2020-01-29,2020-01-30,118.08,"5678 Office Road
San Francisco, CA 94103",213130140127083
kferguson@barnes.com,True,DELUXE,0.0,2020-01-11,2020-01-13,213.47,"5352 Anthony Shoals Apt. 499
West Paulhaven, NM 71840",30123493524791
mccormickbrittany@wilson.com,False,BASIC,25.78,2020-12-20,2020-12-22,141.15,"71174 Walker Via
Garyton, TN 87528",3574979486199545
pottsgabriel@kaufman.com,False,BASIC,20.85,2020-09-24,2020-09-27,140.36,"5805 Norris Radial Suite 023
West Stephen, RI 08085",4276212116724949
brittanybailey@bates-williams.com,False,BASIC,20.13,2020-10-18,2020-10-20,108.98,"77 Massachusetts Ave
Cambridge, MA 02139",4007285303805798357
wesley90@howard.com,False,BASIC,37.91,2020-04-19,2020-04-22,117.37,"1234 Corporate Drive
Boston, MA 02116",180081777207954
samantha42@rodriguez.org,False,BASIC,32.2,2020-06-20,2020-06-22,124.59,"6681 Fisher Harbor Suite 825
South Rebecca, WY 76598",6011366828753003
wmorton@stanley.com,False,BASIC,21.92,2020-10-25,2020-10-26,139.59,"780 Charles Fields
North Sharonmouth, DC 90483",3599900650429543
amandasmith@cox-galvan.com,False,BASIC,28.95,2020-07-13,2020-07-16,176.9,"5678 Office Road
San Francisco, CA 94103",4109127084665887
amanda93@lin-nelson.com,False,BASIC,15.71,2020-05-21,2020-05-23,107.39,"878 Carolyn Dale
Johnhaven, DC 08878",213162992830407
fmorales@malone-powell.com,False,BASIC,15.54,2020-11-26,2020-11-29,209.9,"67672 Wagner Lane
Ramoshaven, MI 94449",30025348202012
jack31@collins-bauer.com,False,SUITE,,2020-09-26,2020-09-29,265.09,"913 Griffin Spurs
Krausemouth, MD 07676",4094273808531621550
justin41@mclean-vincent.net,False,BASIC,15.34,2020-09-09,2020-09-12,115.62,"953 White Island
Christopherside, TN 91366",4997007688211111
jennifer93@ross.biz,False,BASIC,32.1,2020-09-15,2020-09-16,106.0,"975 Julia Mills Apt. 917
East Matthewchester, FL 22011",3501951215134257
wwalker@nguyen.com,False,BASIC,16.86,2020-11-25,2020-11-26,118.77,"1234 Corporate Drive
Boston, MA 02116",3553805464121406
tristanmccullough@williams.info,False,BASIC,21.53,2020-10-05,2020-10-08,115.99,"81336 Bianca Ville Suite 009
New Matthew, LA 51794",503825235156
rcopeland@miller.com,False,BASIC,15.56,2020-07-26,2020-07-28,105.84,"6067 Tommy Via
East Robinville, AL 20902",3507677491405293
bakerjennifer@holmes.com,False,DELUXE,40.88,2020-11-17,2020-11-19,190.01,"2224 Hahn Lane Apt. 597
South Zacharystad, NY 69895",3504340315602214
whitemichelle@schneider-coleman.com,False,BASIC,22.4,2020-01-07,2020-01-10,122.68,"2117 Arnold Village
South Oscarport, PA 57297",2720579069822037
flowersalexander@castro.com,False,DELUXE,14.49,2020-11-02,2020-11-03,188.31,"33825 Moreno Motorway Apt. 198
Lake Daniel, NM 92683",3536694774772930
kimjoe@escobar.com,False,BASIC,15.29,2020-12-12,2020-12-16,143.78,"74489 Simmons Trail
Valdezstad, GA 17568",30090542621201
timothywilliams@hull.com,False,DELUXE,22.79,2020-09-25,2020-09-26,182.21,"06133 Mendoza Light
Geneberg, RI 46223",3591581517359921
dean26@garza.com,False,BASIC,12.85,2020-04-25,2020-04-26,148.91,"1234 Corporate Drive
Boston, MA 02116",345403246062640
judy00@johnson-meyer.com,False,DELUXE,8.58,2020-08-11,2020-08-15,191.68,"4758 Parsons Camp
Lake Annettehaven, DC 78176",3521577157408460
jeffrey32@owen.com,False,SUITE,11.34,2020-03-17,2020-03-18,279.14,"776 Parker Locks Suite 350
Pamelamouth, WY 15909",6578371731963793
belljose@goodwin-farrell.net,False,BASIC,23.41,2020-11-06,2020-11-07,103.17,"45274 Andrew Bridge
New Elizabethton, FL 05037",4534892217780995
martinezmelody@michael.info,False,BASIC,23.8,2020-11-17,2020-11-20,122.85,"74390 Jones Knolls
Port Brookeburgh, ME 47272",4112009209882613729
sandrawood@fletcher.com,False,BASIC,30.1,2020-11-02,2020-11-04,118.88,"221 Lopez Bypass Suite 004
Benjaminchester, ME 19764",4243591546864973
scott83@cruz.info,False,BASIC,8.64,2020-07-12,2020-07-13,151.2,"022 Cathy Estate Suite 068
Lake Kimberlyburgh, AR 81191",2268054116063553
cyates@hodge-mays.com,False,BASIC,21.64,2020-11-22,2020-11-25,106.17,"0156 Russell Trail Apt. 291
Port Scottchester, IA 23231",373486092866649
autumnbrown@black.net,False,BASIC,34.44,2020-10-26,2020-10-28,178.57,"20185 Devin Junction Suite 985
New Damonshire, PA 92492",3582591060641444
lisahernandez@henry.net,False,DELUXE,36.26,2020-03-07,2020-03-08,181.8,"9525 Adkins Valleys Apt. 059
Michaelfort, UT 59519",3566886539059875
carterselena@zavala.com,False,BASIC,24.65,2020-08-26,2020-08-27,174.94,"5678 Office Road
San Francisco, CA 94103",4155982572148834359
stephanie52@jensen.org,True,SUITE,0.0,2020-03-01,2020-03-02,235.81,"755 Kathleen Branch
Julietown, KS 39413",4559707677998930483
caleb90@baker.org,False,BASIC,22.46,2020-12-01,2020-12-03,109.45,"06567 John Walk Apt. 238
West Scott, NV 61617",675989868145
christophergarcia@harris.com,False,BASIC,24.33,2020-04-07,2020-04-10,275.87,"747 Levy Inlet
Carlosshire, WY 29435",675948398762
lorihernandez@levine.com,True,SUITE,0.0,2020-06-30,2020-07-02,206.08,"10400 Janet Mission Suite 620
Davenportberg, OH 35247",3579211175198421
uwilson@wilson.biz,False,SUITE,11.27,2020-01-15,2020-01-16,266.91,"77 Massachusetts Ave
Cambridge, MA 02139",4953579253548398330
wcox@moore.com,False,BASIC,13.26,2020-05-30,2020-06-01,124.71,"975 Julia Mills Apt. 917
East Matthewchester, FL 22011",4331565134617376
samuelthompson@gallegos.com,False,BASIC,22.66,2020-01-19,2020-01-21,133.84,"2506 Christopher Lock
Lake Paul, IL 17894",5384429416877617
harrisdenise@davidson-holland.info,False,BASIC,11.56,2020-10-13,2020-10-15,125.19,"77 Massachusetts Ave
Cambridge, MA 02139",4799392441435
coreytaylor@porter-choi.com,False,BASIC,19.59,2020-08-16,2020-08-18,144.66,"41538 Kevin Court Suite 962
Port Aaronburgh, OH 90832",2419478417491957
pgomez@moore.com,False,BASIC,28.53,2020-12-30,2021-01-01,131.79,"4274 Haynes Alley Apt. 017
North Sharon, AZ 71154",6591207564593070
laurastewart@williams.com,False,BASIC,24.47,2020-11-29,2020-12-01,120.75,"6078 Henry Passage Apt. 109
Mccartyberg, KS 32014",346177918392159
ggillespie@conrad.com,False,BASIC,17.85,2020-08-26,2020-08-30,107.93,"1234 Corporate Drive
Boston, MA 02116",3510137679437019
gsanchez@jackson.info,True,DELUXE,0.0,2020-06-07,2020-06-09,154.22,"430 Pacheco Way Suite 104
Codyville, OK 98583",4324982253017453
smithkristina@fox-williams.org,False,BASIC,16.61,2020-12-18,,149.53,"88394 Boyle Meadows
Conleyberg, TN 22063",4755776418577023
toddmoore@williams.info,False,BASIC,14.48,2020-03-10,2020-03-11,106.26,"1234 Corporate Drive
Boston, MA 02116",4053685242271325982
murphyjose@sandoval.com,False,BASIC,15.23,2020-05-10,2020-05-14,122.44,"77 Massachusetts Ave
Cambridge, MA 02139",30393625762656
jonathan08@martinez.com,False,BASIC,16.69,2020-04-20,2020-04-24,102.59,"0215 Chase Roads Suite 951
Port Joshua, MS 80335",213172157411539
sjackson@diaz.com,False,DELUXE,16.36,2020-04-18,2020-04-21,185.02,"5678 Office Road
San Francisco, CA 94103",6512619141183173
kristi23@lawson-wilson.com,False,BASIC,18.99,2020-07-23,2020-07-25,103.96,"9525 Adkins Valleys Apt. 059
Michaelfort, UT 59519",4724741690964305
xingram@moses.com,False,BASIC,7.48,2020-05-11,2020-05-13,169.72,"7602 John Mill Apt. 258
Dustinbury, DE 85141",4711730811777195574
laurabennett@jones-duncan.net,False,BASIC,8.71,2021-01-04,2021-01-06,103.25,"5678 Office Road
San Francisco, CA 94103",3505516387300030
johnny71@cook.info,False,BASIC,16.31,2020-08-24,2020-08-26,115.81,"953 White Island
Christopherside, TN 91366",2224524502892552
ygarcia@ballard-lopez.net,False,BASIC,30.59,2020-11-11,2020-11-13,141.61,"5678 Office Road
San Francisco, CA 94103",180096250673548
thomasdale@hall.com,False,BASIC,1.93,2020-07-16,2020-07-18,136.92,"5678 Office Road
San Francisco, CA 94103",4488223821722
danieltaylor@harper.com,False,BASIC,3.84,2020-03-22,2020-03-25,143.52,"034 Tran Oval
Howardshire, VT 40933",213165812201188
